12/10/2016 14:48:04	     0.150 MHz	 10.5 V/m	-13.3 dBm	OK
12/10/2016 14:52:21	     0.910 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:25	     0.920 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:28	     0.930 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:32	     0.940 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:35	     0.950 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:39	     0.960 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:42	     0.970 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:46	     0.980 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:49	     0.990 MHz	 10.5 V/m	-16.8 dBm	OK
12/10/2016 14:52:52	     1.000 MHz	 10.4 V/m	-16.8 dBm	OK
